Taxon - Genus,Taxon - Species,CatNum,Locality Name,Field Coll Latitude from,Field Coll Longitude from,Field Coll Altitude from,Field Coll Date,Sex,Field Coll Habitat,Field Coll Specimen Category
Leggadina,forresti,JM2702,"Kalkadoon, Camooweal, 22 Mile Cave",19° 55' South,138° 7' East,,11-Jul-79,,,Skull
Leggadina,forresti,JM2703,"Kalkadoon, Camooweal, 22 Mile Cave",19° 55' South,138° 7' East,,11-Jul-79,,,Skull
Leggadina,forresti,JM3441,"Durham Downs, 257.4km W of Thargomindah",27° 5' South,141° 54' East,,,,,"Spirit, Skull"
Leggadina,forresti,JM3442,"Durham Downs, 257.4km W of Thargomindah",27° 5' South,141° 54' East,,11-Feb-76,,,"Spirit, Skull"
Leggadina,forresti,JM3725,Durrie Stn,25° 39' South,140° 14' East,,3-Oct-81,Male,,Spirit
Leggadina,forresti,JM3736,Diamantina Lakes,23° 46' South,141° 8' East,,Dec-81,Female,,"Spirit, Skull"
Leggadina,forresti,JM4346,Benditoota Waterhole,25° 37' South,139° 48' East,,28-Sep-82,,,Spirit
Leggadina,forresti,JM4347,"Dickie Dickie Waterhole, Roseberth Stn, 8km NE hsd",25° 46' South,139° 39' East,,7-Oct-82,,,Spirit
Leggadina,forresti,JM4466,"Pelican Waterhole, Mt Leonard",25° 42' South,140° 37' East,,12-Apr-84,,,Spirit
Leggadina,forresti,JM4467,"Pelican Waterhole, Mt Leonard",25° 42' South,140° 37' East,,12-Apr-84,Female,,Spirit
Leggadina,forresti,JM4485,"Pelican Waterhole, Mt Leonard",25° 42' South,140° 37' East,,14-Apr-84,Female,,"Spirit, Skull"
Leggadina,forresti,JM4486,"Pelican Waterhole, Mt Leonard",25° 42' South,140° 37' East,,17-Apr-84,Male,,Spirit
Leggadina,forresti,JM4488,"Birdsville, SE",25° 53' South,139° 25' East,,23-Apr-84,Male,,"Spirit, Skull"
Leggadina,forresti,JM4854,"Sandringham, Montara Dune Area",23° 56' South,138° 47' East,,29-Jul-84,Male,,Spirit
Leggadina,forresti,JM4955,Wando Vale,19° 31' South,145° 5' East,,17-Jul-80,,,"Skull, Skin"
Leggadina,forresti,JM5229,"Birdsville, 22km N",25° 43' South,139° 19' East,30m,25-Jul-85,Female,,Spirit
Leggadina,forresti,JM6927,"Carandotta, SE Urandangi",21° 58' South,138° 37' East,,12-Aug-88,,,Spirit
Leggadina,forresti,JM7053,"Montara Bore, Sandringham",23° 56' South,138° 47' East,,30-Jul-84,Male,,Spirit
Leggadina,forresti,JM8777,"Longreach, Arid Zone Institute",23° 27' South,144° 17' East,,16-Jan-90,,,Spirit
Leggadina,forresti,JM8816,"LAKE YAMMA YAMMA,2km EAST",26° 17' South,141° 37' East,,12-Sep-91,,,Spirit
Leggadina,forresti,JM8881,"Great Nowranie Caves, Camooweal Caves NP",20° 3' South,138° 11' East,,13-Aug-91,,,"Skeletal parts, Skin"
Leggadina,forresti,JM8885,"Little Nowranie Cave, Camooweal Caves NP",20° 3' South,138° 11' East,,Oct-91,,,Skeletal parts
Leggadina,forresti,JM9837,"Lawn Hill Stn, Century project area",18° 44' South,138° 36' East,,22-Feb-92,Male,,Spirit
Leggadina,forresti,JM10077,"Cannington Stn, 80km S McKinlay",21° 53' South,140° 55' East,260m,18-May-93,Male,,Spirit
Leggadina,forresti,JM10191,Durrie Stn,25° 39' South,140° 14' East,,May-92,,,Skeletal parts
Leggadina,forresti,JM10199,Durrie Stn,25° 39' South,140° 14' East,,May-92,,,Skeletal parts
Leggadina,forresti,JM10200,Durrie Stn,25° 39' South,140° 14' East,,1993,,,Skeletal parts
Leggadina,forresti,JM10280,Camooweal. Kalkadoon Cave,19° 55' South,138° 7' East,,16-Nov-92,,,Skeletal parts
Leggadina,forresti,JM10296,Windorah,25° 25' South,142° 39' East,,8-May-93,,,Skeletal parts
Leggadina,forresti,JM10736,Palparara Holding,24° 44' South,141° 41' East,,01 Aug 1981-05 Aug 1981,,,Spirit
Leggadina,forresti,JM10738,Palparara Holding,24° 50' South,141° 37' East,,01 Aug 1981-05 Aug 1981,,,
Leggadina,forresti,JM10913,"Winton, 5km W",22° 23' South,143° 2' East,,4-Apr-88,,,"Spirit, Skull"
Leggadina,forresti,JM11335,"Lochern NP, 3km W Hstd","24° 6' 56"" South","143° 19' 6"" East",150m,16-Jan-96,Male,,Spirit
Leggadina,forresti,JM11338,"Davenport Downs, 70km W of Stn N of Nails Ck",,,,1987,Male,,Spirit
Leggadina,forresti,JM11352,Mt Gemini,"22° 30' 25"" South","147° 1' 51"" East",,16-Feb-95,,,
Leggadina,forresti,JM11520,"Camerons Corner, 30km N of",28° 44' South,141° 5' East,,7-Aug-95,,,Spirit
Leggadina,forresti,JM11585,"Rolleston, Hillview Stn",24° 28' South,148° 38' East,,22-Apr-97,Female,,Spirit
Leggadina,forresti,JM11630,Blair Athol Coal Mine,22° 42' South,147° 33' East,,22-Feb-97,,,"Spirit, Skull"
Leggadina,forresti,JM12328,"Toorak Res Stn, No2 paddock",21° 2' South,141° 48' East,,10-Nov-97,Male,,"Spirit, Skull"
Leggadina,forresti,JM12423,"Julia Creek, nr",20° 40' South,141° 45' East,,01 Jan 1995-31 Dec 1995,,,Spirit
Leggadina,forresti,JM12691,Blair Athol Coal Mine,"22° 42' 16"" South","147° 31' 44"" East",,24-Feb-98,Male,,Spirit
Leggadina,forresti,JM12692,Blair Athol Coal Mine,"22° 42' 16"" South","147° 30' 4"" East",,2-Dec-97,Female,,"Spirit, Skull"
Leggadina,forresti,JM13106,"Longreach, Town Common","23° 46' 43"" South","144° 25' 49"" East",,19-May-99,,,Skin
Leggadina,forresti,JM13260,"Tara Stn, 25km W Barcaldine","23° 34' 51"" South","145° 1' 14"" East",,25-Oct-97,,,Skull
Leggadina,forresti,JM13268,"Perdine Stn, 50km N Barcaldine","23° 13' 11"" South","145° 11' 14"" East",,01 Oct 1997-31 Oct 1997,,,Skull
Leggadina,forresti,JM13272,"Perdine Stn, 50km N Barcaldine","23° 13' 11"" South","145° 11' 14"" East",,01 Oct 1997-31 Oct 1997,,,Skull
Leggadina,forresti,JM13273,"Patrisha Downs Stn, 85km SW Barcaldine",24° 10' South,144° 55' East,,14-May-98,,,Skull
Leggadina,forresti,JM13634,"Lillerea Stn Property, 65km SE Aramac","22° 15' 4"" South","144° 33' 4"" East",,1-Dec-97,,,Spirit
Leggadina,forresti,JM13638,"Tumbar Stn Property, 65km S Jericho","23° 36' 33"" South","146° 10' 53"" East",,11-Aug-98,,,Spirit
Leggadina,forresti,JM13642,"Myross Stn Property, 20km NE Aramac","22° 29' 28"" South","145° 12' 49"" East",,26-Sep-98,,,Spirit
Leggadina,forresti,JM13655,"Powella Stn Property, 20km WSW Aramac","22° 35' 5"" South","145° 2' 1"" East",,28-Nov-97,,,Spirit
Leggadina,forresti,JM13656,"Pegasus Stn Property, 40km SW Barcaldine","23° 28' 53"" South","145° 2' 48"" East",,6-Jan-98,,,Spirit
Leggadina,forresti,JM13674,"Taree Stn Property, 30km SE Aramac","23° 6' 37"" South","145° 17' 5"" East",,26-Feb-98,,,Spirit
Leggadina,forresti,JM13697,"Waverly Stn Property, 110km S Hughenden","21° 24' 17"" South","144° 2' 48"" East",,27-Jun-98,,,Spirit
Leggadina,forresti,JM13725,"Newark Stn Property, 25km SW Jericho","23° 19' 53"" South","146° 1' 53"" East",,16-Aug-98,,,Spirit
Leggadina,forresti,JM13728,"Hamlet Downs Stn Property, 20km NE Barcaldine","23° 20' 48"" South","145° 16' 45"" East",,24-Jul-98,,,Spirit
Leggadina,forresti,JM13732,"Elwell Stn Property, 105km S Prairie","21° 28' 53"" South","144° 22' 29"" East",,2-Sep-98,,,Spirit
Leggadina,forresti,JM13737,"Uanda Stn Property, 90km SSE Prairie","21° 22' 36"" South","144° 32' 24"" East",,27-Aug-98,,,Spirit
Leggadina,forresti,JM13738,"Uanda Stn Property, 90km SSE Prairie","21° 22' 36"" South","144° 32' 24"" East",,27-Aug-98,,,Spirit
Leggadina,forresti,JM14394,"Forest Den NP, via Aramac",22° 58' South,145° 14' East,,24-Mar-95,Male,,Spirit
Leggadina,forresti,JM14441,Gregory Reserve,"23° 48' 26"" South","148° 7' 44"" East",,16-Nov-00,,,"Spirit, Skull"
Leggadina,forresti,JM14820,Blair Athol Coal Mine,"22° 41' 1"" South","147° 30' 25"" East",,28-Jun-00,,,"Skull, Skin"
Leggadina,forresti,JM14858,Monkland Station via Alpha,"23° 23' 3"" South","146° 28' 17"" East",,13-May-98,Male,,"Spirit, Skull"
Leggadina,lakedownensis,J5825,"Kelsey Ck, Proserpine",20° 26' South,148° 28' East,,,Female,,"Skull, Skin"
Leggadina,lakedownensis,J17919,"Williams Is, btn Kennedy & Bizant R",14° 37' South,144° 6' East,,Sep-69,Female,,"Skull, Skin"
Leggadina,lakedownensis,JM1023,"Lakeland Downs, via Cooktown",15° 50' South,144° 50' East,,,,,Spirit
Leggadina,lakedownensis,JM1024,Lakeland Downs,15° 50' South,144° 50' East,,Aug-73,Male,,Spirit
Leggadina,lakedownensis,JM1292,Lakeland Downs,15° 50' South,144° 50' East,,Aug-73,Female,,"Skull, Skin"
Leggadina,lakedownensis,JM1293,Lakeland Downs,15° 50' South,144° 50' East,,,Female,,Skull
Leggadina,lakedownensis,JM1294,Lakeland Downs,15° 50' South,144° 50' East,,,Female,,Skull
Leggadina,lakedownensis,JM2874,Lakeland Downs,15° 50' South,144° 50' East,,3-Aug-75,Male,,Spirit
Leggadina,lakedownensis,JM2875,Lakeland Downs,15° 50' South,144° 50' East,,1976,Male,,Spirit
Leggadina,lakedownensis,JM4030,"Mapoon Plains, 6km SE Cullen Pt","11° 59' 4"" South","141° 52' 5"" East",1m,6-Sep-80,,,"Spirit, Skull"
Leggadina,lakedownensis,JM4031,"Batavia Landing, 2km NE, 24km S Cullen Pt","12° 9' 39"" South","141° 54' 19"" East",0m,16-Sep-80,,,"Spirit, Skull"
Leggadina,lakedownensis,JM4032,"Stone Crossing, 9.5km WSW Nimrod Ck-Wenlock confl","12° 23' 22"" South","142° 10' 22"" East",0m,17-Sep-80,,,"Spirit, Skull"
Leggadina,lakedownensis,JM10863,"Hidden Valley, 6km SE","19° 30"" South","146° 5' 12"" East",,23-Feb-95,Male,,"Spirit, Skull"
Leggadina,lakedownensis,JM11408,"Mapoon Rd, nr Ely Camp, via Weipa",12° 27' South,141° 52' East,,30-Jul-96,,,"Spirit, Skull"
Leggadina,lakedownensis,JM11573,"Undara NP, Archway Cave","18° 13' 30"" South","144° 34' 30"" East",,20-Nov-96,,,"Spirit, Skull"
Leggadina,lakedownensis,JM12149,"Clement SF, Rollingstone, c.5km SE","19° 4' 12"" South","146° 25' 40"" East",,21-Oct-97,Male,,Spirit
Leggadina,lakedownensis,JM12280,,,,,,,,Spirit
Leggadina,lakedownensis,JM12672,"Moonoomoo Stn, 240km SW Charters Towers","21° 52' 5"" South","146° 1' 55"" East",,22-Nov-98,Female,,"Spirit, Skull"
Leggadina,lakedownensis,JM12789,"Springfield Stn, via Lyndbrook","18° 3' 30"" South","144° 27' 30"" East",,20-Aug-81,,,Skull
Leggadina,lakedownensis,JM14293,"Fleetwood Stn, 120kms NNE of Aramac","22° 17' 55"" South","145° 50' 5"" East",,3-Jul-00,Male,,Spirit
Leporillus,apicalis,JM10538,Lake Bindegolly NP,28° 4' South,144° 10' East,,May-94,,,"Scat, Owl Pellet, Ambergris"
Leporillus,conditor,J3643,Franklin Is,32° 27' South,133° 40' East,,,,,Skull
Leporillus,conditor,JM10968,Nullarbor Plains,"31° 48' 48"" South","127° 46' 56"" East",,28-May-95,,,Skeletal parts
Lorentzimys,nouhuysi,JM9630,"Ofektamin Village, Telefomin Valley, W Sepik Prov",5° 5' South,141° 35' East,304.8m,9-Feb-84,Male,,Spirit
Mallomys,aroaensis,J2814,"Aroa R, head",,,,12-May-05,Male,,"Skull, Skin"
Mastacomys,fuscus,JM2245,Cradle Mt,41° 41' South,145° 57' East,,8-Jan-74,Male,,Skull
Melomys,,J7147,Mt Spurgeon,16° 26' South,145° 12' East,,,,,Spirit
Melomys,,J8167,Wenlock,13° 5' South,142° 57' East,,,,,Spirit
Melomys,,J8168,Wenlock,13° 5' South,142° 57' East,,,,,Spirit
Melomys,,J8169,Wenlock,13° 5' South,142° 57' East,,,,,Spirit
Melomys,,J11023,Mossman,16° 28' South,145° 23' East,,,Female,,Spirit
Melomys,,J20107,Mackay,21° 9' South,149° 11' East,,20-Dec-70,,,Spirit
Melomys,,J20174,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Melomys,,J20176,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Melomys,,J22150,"Nth Stradbroke Is, 18 Mile Swamp",27° 36' South,153° 28' East,,18-Jan-72,Female,,"Spirit, Skull"
Melomys,,J22151,"Nth Stradbroke Is, 18 Mile Swamp",27° 36' South,153° 28' East,,18-Jan-72,Male,,"Spirit, Skull"
Melomys,,J23021,"McDonnell, nr, upper Cape York, heathlands",11° 39' South,142° 28' East,,Sep-72,,,Spirit
Melomys,,J23039,"Portland Roads, 3.2km W",12° 36' South,143° 21' East,,Aug-72,Female,,Spirit
Melomys,,JM175,"Captain Billy Flats, Cape York Peninsula",11° 39' South,142° 50' East,,21-Sep-73,,,Skull
Melomys,,JM677,,,,,,Female,,Skin
Melomys,,JM678,,,,,,Female,,Skin
Melomys,,JM1074,Gadgarra SF,17° 15' South,145° 40' East,,22-Nov-75,Female,,Spirit
Melomys,,JM1104,Finch Hatton,21° 9' South,148° 38' East,,11-Apr-75,Male,,Spirit
Melomys,,JM1105,Finch Hatton,21° 9' South,148° 38' East,,12-Apr-75,,,Spirit
Melomys,,JM1144,Crediton,21° 13' South,148° 34' East,,17-Apr-75,Male,,Spirit
Melomys,,JM1145,Crediton,21° 13' South,148° 34' East,,17-Apr-75,Male,,Spirit
Melomys,,JM1158,Bulburin,24° 31' South,151° 29' East,,23-Mar-75,Female,,Spirit
Melomys,,JM1377,Conondale Ra,26° 50' South,152° 41' East,,27-Nov-75,Male,,Spirit
Melomys,,JM1449,Gap Ck,15° 50' South,145° 19' East,,1975,Female,,Spirit
Melomys,,JM1574,,,,,,Male,,Skull
Melomys,,JM1612,Gallangowan SF,26° 26' South,152° 20' East,,13-Nov-74,Female,,Spirit
Melomys,,JM1615,Cape Hillsborough NP,20° 54' South,149° 3' East,,,Female,,Spirit
Melomys,,JM2046,Mt Webb,15° 5' South,145° 8' East,,13-Jul-76,Female,,Spirit
Melomys,,JM2237,"Mt. Cabinet, slopes",26° 42' South,152° 34' East,,6-Jan-77,Female,,Spirit
Melomys,,JM2996,Pin Gin Hill,17° 34' South,145° 57' East,,,,,Spirit
Melomys,,JM3443,Cape Hillsborough,20° 55' South,149° 2' East,,2-Nov-76,Female,,Spirit
Melomys,,JM3593,Kroombit Tops,24° 22' South,151° 2' East,,5-Mar-81,,,Spirit
Melomys,,JM3595,Kroombit Tops,24° 22' South,151° 2' East,,5-Mar-81,,,Spirit
Melomys,,JM3596,Kroombit Tops,24° 22' South,151° 2' East,,5-Mar-81,,,Spirit
Melomys,,JM3598,Kroombit Tops,24° 22' South,151° 2' East,,Mar-81,Male,,Spirit
Melomys,,JM5345,"Hinchinbrook Is, Mucushla Pt",18° 22' South,146° 15' East,,11-Jan-86,,,Spirit
Melomys,,JM6469,"St Pauls, Moa Is",10° 10' South,142° 20' East,,6-Jul-87,,,Spirit
Melomys,,JM9551,"Topaz, 'Chowchilla'",17° 26' South,145° 43' East,,16-Apr-92,Female,,Spirit
Melomys,,JM9852,Mt Elliot,19° 36' South,146° 54' East,,Feb-91,,,Spirit
Melomys,,JM10159,Cania Gorge,24° 38' South,150° 58' East,,01 Jan 1978-31 Dec 1978,,,Skull
Melomys,,JM10263,"Tolga Scrub, Atherton",17° 13' South,145° 29' East,,2-Feb-90,,,Skull
Melomys,,JM10708,"Fraser I, Waddy Pt Campground",24° 58' South,153° 20' East,,27-Jun-94,,,"Spirit, Skull"
Melomys,,JM10816,"Baroon Pocket, Dam site",26° 42' South,152° 52' East,,,,,"Spirit, Skull"
Melomys,,JM11252,Cape Hillsborough,20° 54' South,149° 3' East,,17-May-94,,,Skull
Melomys,,JM11284,Wenlovk River goldfields,"13° 5' 59"" South","142° 56' 46"" East",80m,14-Sep-80,,,Spirit
Melomys,,JM11285,"Nundah, Lockhart R",13° 3' South,143° 24' East,,,,,Spirit
Melomys,,JM11286,"Nundah, Lockhart R",13° 3' South,143° 24' East,,,,,Spirit
Melomys,,JM11288,"Old Weymouth Hsd., 9 km SW Cape Weymouth","12° 39' 58"" South","143° 22' 28"" East",10m,1-Sep-81,,,Spirit
Melomys,,JM11303,"Nundah, Lockhart River","13° 2' 47"" South","143° 23' 34"" East",10m,1-Oct-77,,,Spirit
Melomys,,JM11305,"Nundah, Lockhart River","13° 2' 47"" South","143° 23' 34"" East",10m,1-Oct-77,,,Spirit
Melomys,,JM11308,"Nundah, Lockhart River","13° 2' 47"" South","143° 23' 34"" East",10m,1-Oct-77,,,Spirit
Melomys,,JM11309,"Nundah, Lockhart River","13° 2' 47"" South","143° 23' 34"" East",10m,28-Sep-77,,,Spirit
Melomys,,JM12911,Eubenangee NP,17° 27' South,145° 58' East,,24-Oct-73,Male,,Spirit
Melomys,,JM12912,Eubenangee Swamp,17° 27' South,145° 58' East,,25-Oct-73,Male,,Spirit
Melomys,,JM12913,Eubenangee NP,17° 27' South,145° 58' East,,26-Oct-73,Male,,Spirit
Melomys,,JM12915,Eubenangee NP,17° 27' South,145° 58' East,,26-Oct-73,Male,,Spirit
Melomys,,JM12916,Eubenangee NP,17° 27' South,145° 58' East,,23-Oct-73,,,Spirit
Melomys,,JM13125,Brooweena,25° 36' South,152° 16' East,,,,,Spirit
Melomys,,JM13126,Brooweena,25° 36' South,152° 16' East,,01 Oct 1996-31 Oct 1996,,,Spirit
Melomys,,JM13127,Brooweena,25° 36' South,152° 16' East,,01 Oct 1996-31 Oct 1996,,,Spirit
Melomys,,JM13393,Cape Melville,"14° 17' 3"" South","144° 27' 31"" East",20m,15-Nov-96,Female,,Spirit
Melomys,,JM13394,Cape Melville,"14° 16' 56"" South","144° 27' 54"" East",40m,16-Nov-96,Female,,Spirit
Melomys,,JM13395,Cape Melville,"14° 17' 3"" South","144° 27' 30"" East",40m,16-Nov-96,Female,,Spirit
Melomys,,JM13397,Cape Melville,"14° 16' 56"" South","144° 27' 54"" East",40m,17-Nov-96,Male,,Spirit
Melomys,,JM13977,"Leo Creek Rd, Peach Ck Xing, 16km NE Mt Croll","13° 42' 49"" South","143° 16' 2"" East",180m,16-Nov-78,,,Spirit
Melomys,,JM14062,North Stradbroke Is,"27° 36' 50"" South","153° 26' 9"" East",,9-Mar-00,,,Spirit
Melomys,,JM14562,Princess Hills,"18° 15' 21"" South","145° 29' 59"" East",,17-Sep-99,,,Spirit
Melomys,,JM14564,Princess Hills,"18° 17' 35"" South","145° 31' 36"" East",,19-Jul-00,,,Spirit
Melomys,burtoni,J3145,"Quarantine Stn, Channel Is, Port Darwin",12° 33' South,130° 52' East,,,Female,,Spirit
Melomys,burtoni,J3171,"Channel Is, Port Darwin",12° 33' South,130° 52' East,,29-Apr-18,Female,,Spirit
Melomys,burtoni,J3172,"Channel Is, Port Darwin",12° 33' South,130° 52' East,,29-Apr-18,Female,,Spirit
Melomys,burtoni,J3173,"Channel Is, Port Darwin",12° 33' South,130° 52' East,,29-Apr-18,,,Spirit
Melomys,burtoni,J4218,Bramble Cay,9° 9' South,143° 52' East,,,Male,,Spirit
Melomys,burtoni,J4808,Buddahbadoo Yarrabah,17° South,145° 52' East,,,Female,,"Skull, Skin"
Melomys,burtoni,J4809,Buddahbadoo Yarrabah,16° 54' South,145° 52' East,,,Male,,"Skull, Skin"
Melomys,burtoni,J4810,Daintree R,16° 8' South,145° 17' East,,,Male,,"Skull, Skin"
Melomys,burtoni,J6210,Mackay,21° 9' South,149° 11' East,,,Male,,Spirit
Melomys,burtoni,J7146,Mt Spurgeon,16° 26' South,145° 12' East,,,Female,,Spirit
Melomys,burtoni,J8282,Iron Ra,12° 44' South,143° 17' East,22.9m,,Female,,"Skull, Skin"
Melomys,burtoni,J9475,"Peach Ck, 26km NE Coen",13° 45' South,143° 5' East,,,Male,,"Skull, Skin"
Melomys,burtoni,J9476,Tozers Gap,12° 43' South,143° 11' East,121.9m,,Male,,"Skull, Skin"
Melomys,burtoni,J9477,Tozers Gap,12° 43' South,143° 11' East,121.9m,,Male,,"Skull, Skin"
Melomys,burtoni,J9478,Tozers Gap,12° 43' South,143° 11' East,121.9m,,Male,,"Skull, Skin"
Melomys,burtoni,J9517,Tozers Gap,12° 43' South,143° 11' East,121.9m,2-Jul-48,,,Skull
Melomys,burtoni,J9518,Tozers Gap,12° 43' South,143° 11' East,121.9m,2-Jul-48,,,Skull
Melomys,burtoni,J9801,Proserpine,20° 24' South,148° 35' East,,,Female,,"Skull, Skin"
Melomys,burtoni,J10165,Mossman,16° 28' South,145° 23' East,,,Female,,"Skull, Skin"
Melomys,burtoni,J10822,"Endeavour R, Cooktown",15° 26' South,144° 59' East,,,Male,,"Skull, Skin"
Melomys,burtoni,J10858,Shiptons Flat,15° 48' South,145° 16' East,,,Male,,"Skull, Skin"
Melomys,burtoni,J10981,Proserpine,20° 24' South,148° 35' East,,,Male,,"Skull, Skin"
Melomys,burtoni,J12631,West Burleigh,28° 6' South,153° 26' East,,14-May-64,,,Skull
Melomys,burtoni,J13172,West Burleigh,28° 6' South,153° 26' East,,3-Aug-64,,,Skull
Melomys,burtoni,J13176,West Burleigh,28° 6' South,153° 26' East,,3-Aug-64,,,Skull
Melomys,burtoni,J13177,West Burleigh,28° 6' South,153° 26' East,,3-Aug-64,,,Skull
Melomys,burtoni,J13178,West Burleigh,28° 6' South,153° 26' East,,3-Aug-64,,,Skull
Melomys,burtoni,J13181,West Burleigh,28° 6' South,153° 26' East,,3-Aug-64,,,Skull
Melomys,burtoni,J13182,West Burleigh,28° 6' South,153° 26' East,,3-Aug-64,,,Skull
Melomys,burtoni,J14763,Meringa,17° 5' South,145° 46' East,,18-Mar-68,Male,,"Skull, Skin"
Melomys,burtoni,J15893,Mt Molloy,16° 40' South,145° 20' East,,15-Nov-68,Female,,"Spirit, Skull"
Melomys,burtoni,J15894,Mt Molloy,16° 40' South,145° 20' East,,15-Nov-68,Female,,"Spirit, Skull"
Melomys,burtoni,J17682,Dewhurst,21° 19' South,149° 11' East,,24-Jul-69,,,"Skull, Skin"
Melomys,burtoni,J17683,"St Margaret Ck, via Giru",19° 28' South,147° 4' East,,,Female,,"Skull, Skin"
Melomys,burtoni,J17684,"Kibona, Julatten",16° 36' South,145° 20' East,,16-Aug-69,Female,,"Skull, Skin"
Melomys,burtoni,J17685,"Kibona, Julatten",16° 36' South,145° 20' East,,16-Aug-69,Female,,"Skull, Skin"
Melomys,burtoni,J17686,"Kibona, Julatten",16° 36' South,145° 20' East,,15-Aug-69,Male,,"Skull, Skin"
Melomys,burtoni,J17689,"Kibona, Julatten",16° 36' South,145° 20' East,,16-Aug-69,Female,,"Skull, Skin"
Melomys,burtoni,J17690,"Kibona, Julatten",16° 36' South,145° 20' East,,16-Aug-69,Female,,"Skull, Skin"
Melomys,burtoni,J17691,Atherton,17° 16' South,145° 28' East,,22-Aug-69,Male,,"Skull, Skin"
Melomys,burtoni,J17692,"Crystal Cascades, Freshwater Ck",16° 58' South,145° 40' East,,9-Aug-69,Female,,"Skull, Skin"
Melomys,burtoni,J17693,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Male,,"Skull, Skin"
Melomys,burtoni,J17694,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Male,,"Skull, Skin"
Melomys,burtoni,J17695,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Female,,"Skull, Skin"
Melomys,burtoni,J17696,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Female,,"Skull, Skin"
Melomys,burtoni,J17697,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Male,,"Skull, Skin"
Melomys,burtoni,J17698,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Male,,"Skull, Skin"
Melomys,burtoni,J17699,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Female,,"Skull, Skin"
Melomys,burtoni,J17700,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Female,,"Skull, Skin"
Melomys,burtoni,J17701,"Mulgrave Sugar Mill area, via Cairns",17° 6' South,145° 47' East,,10-Sep-69,Female,,"Skull, Skin"
Melomys,burtoni,J17783,"Mt Molloy, 3km N",16° 39' South,145° 19' East,,Oct-69,Male,,Spirit
Melomys,burtoni,J17785,"Mt Molloy, 3km N",16° 39' South,145° 19' East,,Oct-69,Male,,Spirit
Melomys,burtoni,J19070,"Rifle Ck, 3.2km N Mt Molloy",16° 39' South,145° 19' East,,01 Sep 1969-30 Sep 1969,,,"Skull, Skin"
Melomys,burtoni,J19073,,,,,,Female,,"Skull, Skin"
Melomys,burtoni,J19074,,,,,,Female,,"Skull, Skin"
